gamesid,appName,appType,price,release_Date,rating,requiredAge,is_Multiplayer,steam_appid,average_forever,owners,achievement,ownersNumerical
266510,Hand of Fate,game,24.99,2015-02-17 00:00:00,78,0,0,266510,371,"500,000 .. 1,000,000",No,750000
266840,Age of Mythology: Extended Edition,game,29.99,2014-05-08 00:00:00,66,0,1,266840,668,"1,000,000 .. 2,000,000",No,150000
266980,The Labyrinth of Time,game,5.99,2014-11-26 00:00:00,-1,0,0,266980,0,"0 .. 20,000",No,10000
267060,Gravity Badgers,game,4.99,2013-11-28 00:00:00,-1,0,0,267060,431,"50,000 .. 100,000",No,75000
267220,Line Of Defense Tactics - Tactical Advantage,game,9.99,2014-03-17 00:00:00,47,13,0,267220,0,"20,000 .. 50,000",No,35000
267340,Beware Planet Earth.,game,9.99,2014-04-11 00:00:00,-1,0,0,267340,0,"50,000 .. 100,000",No,75000
267360,MURI,game,3.99,2013-12-06 00:00:00,-1,0,0,267360,142,"20,000 .. 50,000",No,35000
267490,Batman™: Arkham Origins Blackgate - Deluxe Edition,game,19.99,2014-04-01 00:00:00,-1,0,0,267490,129,"500,000 .. 1,000,000",No,750000
267530,The LEGO® Movie - Videogame,game,19.99,2014-02-07 00:00:00,-1,0,0,267530,570,"200,000 .. 500,000",No,250000
267610,Woodcutter Simulator 2013,game,9.99,2013-12-19 00:00:00,-1,0,1,267610,34,"50,000 .. 100,000",No,75000
267670,Realms of Arkania 1 - Blade of Destiny Classic,game,3.99,2014-01-10 00:00:00,-1,0,0,267670,0,"20,000 .. 50,000",No,35000
267730,Ground Pounders,game,12.99,2014-07-15 00:00:00,-1,0,1,267730,0,"0 .. 20,000",No,10000
267900,Guilty Gear Isuka,game,9.99,2014-01-16 00:00:00,-1,0,0,267900,147,"50,000 .. 100,000",No,75000
267920,Gun Metal,game,9.99,2014-01-16 00:00:00,-1,0,0,267920,213,"200,000 .. 500,000",No,250000
267940,Glacier 3: The Meltdown,game,9.99,2014-01-23 00:00:00,-1,0,0,267940,4,"200,000 .. 500,000",No,250000
267960,Hyper Fighters,game,9.99,2014-01-23 00:00:00,-1,0,0,267960,0,"100,000 .. 200,000",No,150000
267980,Hostile Waters: Antaeus Rising,game,9.99,2014-01-30 00:00:00,80,0,0,267980,244,"200,000 .. 500,000",No,250000
268050,The Evil Within,game,59.99,2014-10-13 00:00:00,68,16,0,268050,635,"500,000 .. 1,000,000",No,750000
268130,Heat Signature,game,0.0,1970-01-01 00:00:00,-1,0,0,268130,693,"200,000 .. 500,000",No,250000
268200,Antisquad,game,5.99,2014-05-22 00:00:00,-1,0,0,268200,162,"50,000 .. 100,000",No,75000
268220,Meltdown,game,6.99,2014-06-05 00:00:00,-1,0,1,268220,0,"50,000 .. 100,000",No,75000
268240,Mechanic Escape,game,4.99,2014-04-15 00:00:00,-1,0,0,268240,283,"100,000 .. 200,000",No,150000
268260,Let's Sing,game,14.99,2014-02-13 00:00:00,-1,0,0,268260,0,"20,000 .. 50,000",No,35000
268320,Grapple,game,7.99,2015-03-09 00:00:00,-1,0,0,268320,432,"20,000 .. 50,000",No,35000
268340,High Strangeness,game,4.99,2015-05-06 00:00:00,-1,0,0,268340,0,"0 .. 20,000",No,10000
268360,Krautscape,game,7.99,2016-02-24 00:00:00,-1,0,1,268360,0,"20,000 .. 50,000",No,35000
268400,Panzer Corps,game,19.99,2014-03-12 00:00:00,80,0,1,268400,0,"100,000 .. 200,000",No,150000
268500,XCOM® 2,game,59.99,2016-02-04 00:00:00,88,0,1,268500,1891,"1,000,000 .. 2,000,000",No,150000
268520,Orc Attack: Flatulent Rebellion,game,9.99,2014-05-15 00:00:00,-1,0,1,268520,0,"20,000 .. 50,000",No,35000
268540,The Whispered World Special Edition,game,49.99,2014-05-06 00:00:00,-1,0,0,268540,132,"200,000 .. 500,000",No,250000
268650,From the Depths,game,19.99,2014-08-07 00:00:00,-1,0,0,268650,716,"200,000 .. 500,000",No,250000
268670,The Memory of Eldurim,game,19.99,2014-02-07 00:00:00,-1,0,0,268670,0,"0 .. 20,000",No,10000
268750,Magicite,game,9.99,2014-06-09 00:00:00,-1,0,1,268750,450,"200,000 .. 500,000",No,250000
268810,Paranormal State: Poison Spring,game,9.99,2014-04-09 00:00:00,-1,0,0,268810,0,"50,000 .. 100,000",No,75000
268850,EVGA PrecisionX 16,game,0.0,2014-07-16 00:00:00,-1,0,0,268850,382,"1,000,000 .. 2,000,000",No,150000
268870,Satellite Reign,game,29.99,2015-08-27 00:00:00,75,0,0,268870,233,"500,000 .. 1,000,000",No,750000
268890,Masters of the World - Geopolitical Simulator 3,game,49.99,2014-02-05 00:00:00,-1,0,1,268890,0,"0 .. 20,000",No,10000
268930,Malevolence: The Sword of Ahkranox,game,19.99,2014-05-09 00:00:00,-1,0,0,268930,0,"0 .. 20,000",No,10000
268970,You Are Not The Hero,game,14.99,2015-06-02 00:00:00,-1,0,0,268970,0,"0 .. 20,000",No,10000
269010,Science Girls,game,4.99,2014-03-20 00:00:00,-1,0,0,269010,64,"20,000 .. 50,000",No,35000
269030,The Yawhg,game,9.99,2014-02-27 00:00:00,66,0,0,269030,0,"50,000 .. 100,000",No,75000
269050,Year Walk,game,5.99,2014-03-06 00:00:00,87,0,0,269050,37,"100,000 .. 200,000",No,150000
269110,Super Motherload,game,14.99,2014-04-04 00:00:00,-1,0,0,269110,0,"50,000 .. 100,000",No,75000
269150,Luxuria Superbia,game,6.99,2014-01-28 00:00:00,-1,0,0,269150,0,"20,000 .. 50,000",No,35000
269170,Pool Nation VR,game,0.0,2016-05-01 00:00:00,-1,0,1,269170,0,"50,000 .. 100,000",No,75000
269210,Hero Siege,game,5.99,2014-01-29 00:00:00,-1,0,1,269210,803,"1,000,000 .. 2,000,000",No,150000
269230,Aces Wild: Manic Brawling Action!,game,9.99,2014-01-31 00:00:00,-1,0,0,269230,0,"50,000 .. 100,000",No,75000
269250,WORLD END ECONOMiCA episode.01,game,12.99,2014-06-17 00:00:00,-1,0,0,269250,732,"100,000 .. 200,000",No,150000
269270,LOVE,game,2.99,2014-02-07 00:00:00,-1,0,0,269270,291,"50,000 .. 100,000",No,75000
269290,liteCam Game: 100 FPS Game Capture,game,14.99,2014-02-24 00:00:00,-1,0,0,269290,26,"0 .. 20,000",No,10000
269310,Infectonator : Survivors,game,11.99,2014-04-14 00:00:00,-1,0,0,269310,435,"50,000 .. 100,000",No,75000
269330,Chronology,game,4.99,2014-05-12 00:00:00,-1,0,0,269330,192,"100,000 .. 200,000",No,150000
269350,Montas,game,9.99,2014-03-24 00:00:00,-1,0,0,269350,0,"0 .. 20,000",No,10000
269370,Reaper - Tale of a Pale Swordsman,game,4.99,2014-02-07 00:00:00,-1,0,0,269370,180,"50,000 .. 100,000",No,75000
269430,Burning Cars,game,5.99,2014-01-31 00:00:00,-1,0,0,269430,0,"50,000 .. 100,000",No,75000
269470,MorphVOX Pro - Voice Changer,game,39.99,2014-02-13 00:00:00,-1,0,0,269470,0,"0 .. 20,000",No,10000
269490,Bardbarian,game,7.99,2014-04-01 00:00:00,-1,0,0,269490,354,"100,000 .. 200,000",No,150000
269530,Voice of Pripyat,game,6.99,2014-11-19 00:00:00,-1,0,1,269530,0,"0 .. 20,000",No,10000
269570,GTGD S1: More Than a Gamer,game,0.99,2014-02-13 00:00:00,-1,0,0,269570,20,"20,000 .. 50,000",No,35000
269590,Claustrophobia: The Downward Struggle,game,4.99,2014-09-09 00:00:00,-1,0,0,269590,0,"20,000 .. 50,000",No,35000
269610,Arcane Worlds,game,9.99,2014-01-28 00:00:00,-1,0,0,269610,0,"20,000 .. 50,000",No,35000
269630,A Mass of Dead,game,9.99,2015-07-15 00:00:00,-1,0,1,269630,0,"0 .. 20,000",No,10000
269670,BADLAND: Game of the Year Edition,game,9.99,2015-05-26 00:00:00,79,0,0,269670,0,"200,000 .. 500,000",No,250000
269690,RymdResa,game,11.99,2015-08-20 00:00:00,-1,0,0,269690,0,"20,000 .. 50,000",No,35000
269710,Tumblestone,game,0.0,1970-01-01 00:00:00,-1,0,1,269710,466,"200,000 .. 500,000",No,250000
269730,The Golf Club,game,29.99,2014-08-19 00:00:00,70,0,1,269730,0,"20,000 .. 50,000",No,35000
269770,Secrets of Grindea,game,14.99,2015-07-13 00:00:00,-1,0,1,269770,2343,"100,000 .. 200,000",No,150000
269790,DreadOut,game,14.99,2014-05-15 00:00:00,55,0,0,269790,148,"200,000 .. 500,000",No,250000
269890,AR-K,game,7.99,2014-07-21 00:00:00,-1,0,0,269890,54,"50,000 .. 100,000",No,75000
269990,Infinite Space III: Sea of Stars,game,9.99,2015-10-29 00:00:00,-1,0,0,269990,0,"20,000 .. 50,000",No,35000
270010,Time Rifters,game,9.99,2014-10-21 00:00:00,-1,0,0,270010,374,"0 .. 20,000",No,10000
270050,Quest of Dungeons,game,4.99,2014-03-25 00:00:00,-1,0,0,270050,0,"50,000 .. 100,000",No,75000
270090,//N.P.P.D. RUSH//- The milk of Ultraviolet,game,3.99,2014-02-13 00:00:00,-1,0,0,270090,206,"100,000 .. 200,000",No,150000
270110,Block Story™,game,2.99,2015-12-10 00:00:00,-1,0,0,270110,0,"20,000 .. 50,000",No,35000
270130,The Gallery - Episode 1: Call of the Starseed,game,29.99,2016-04-05 00:00:00,-1,0,0,270130,0,"50,000 .. 100,000",No,75000
270150,RUNNING WITH RIFLES,game,14.99,2015-04-02 00:00:00,78,0,1,270150,97,"200,000 .. 500,000",No,250000
270170,Depression Quest,game,0.0,2014-08-11 00:00:00,-1,0,0,270170,18,"200,000 .. 500,000",No,250000
270190,1HEART,game,9.99,2014-10-13 00:00:00,-1,0,0,270190,0,"20,000 .. 50,000",No,35000
270210,Melody's Escape,game,9.99,2014-02-26 00:00:00,-1,0,0,270210,40,"100,000 .. 200,000",No,150000
270230,Prominence,game,19.99,2015-11-06 00:00:00,-1,0,0,270230,0,"0 .. 20,000",No,10000
270270,Frozen State,game,9.99,2014-07-01 00:00:00,-1,0,0,270270,338,"20,000 .. 50,000",No,35000
270310,Dominique Pamplemousse,game,4.99,2014-03-11 00:00:00,62,0,0,270310,0,"20,000 .. 50,000",No,35000
270330,Ku: Shroud of the Morrigan,game,4.99,2014-03-17 00:00:00,-1,0,0,270330,135,"20,000 .. 50,000",No,35000
270410,I Want To Be Human,game,14.99,2016-04-15 00:00:00,-1,0,0,270410,0,"0 .. 20,000",No,10000
270430,Cypress Inheritance: The Beginning,game,5.99,2014-03-10 00:00:00,-1,0,0,270430,0,"0 .. 20,000",No,10000
270450,Robot Roller-Derby Disco Dodgeball,game,7.99,2015-02-19 00:00:00,-1,0,1,270450,303,"200,000 .. 500,000",No,250000
270490,The Forest of Doom,game,9.99,2014-10-30 00:00:00,-1,0,0,270490,52,"50,000 .. 100,000",No,75000
270510,EPOCH,game,9.99,2014-06-05 00:00:00,-1,0,0,270510,0,"0 .. 20,000",No,10000
270550,Yet Another Zombie Defense,game,1.99,2014-03-28 00:00:00,-1,0,1,270550,192,"2,000,000 .. 5,000,000",No,3500000
270570,Reversion - The Escape (1st Chapter),game,0.99,2014-06-10 00:00:00,-1,0,0,270570,151,"200,000 .. 500,000",No,250000
270590,Long Night,game,4.99,2014-07-07 00:00:00,-1,17,0,270590,0,"0 .. 20,000",No,10000
270630,Haunt the House: Terrortown,game,4.99,2014-06-06 00:00:00,-1,0,0,270630,58,"50,000 .. 100,000",No,75000
270750,Realms of Arkania 2 - Star Trail Classic,game,3.99,2014-01-10 00:00:00,-1,0,0,270750,0,"20,000 .. 50,000",No,35000
270760,Realms of Arkania 3 - Shadows over Riva Classic,game,3.99,2014-01-10 00:00:00,-1,0,0,270760,0,"20,000 .. 50,000",No,35000
270770,Etherlords,game,4.99,2014-02-13 00:00:00,77,0,1,270770,19,"100,000 .. 200,000",No,150000
270790,Etherlords II,game,4.99,2014-02-13 00:00:00,78,0,1,270790,0,"100,000 .. 200,000",No,150000
270810,Jones On Fire,game,2.99,2015-03-27 00:00:00,-1,0,0,270810,246,"100,000 .. 200,000",No,150000
270830,Global ATC Simulator,game,34.99,2014-11-10 00:00:00,-1,0,1,270830,0,"0 .. 20,000",No,10000
270850,Car Mechanic Simulator 2014,game,6.99,2014-01-24 00:00:00,-1,0,0,270850,128,"500,000 .. 1,000,000",No,750000
270880,American Truck Simulator,game,19.99,2016-02-02 00:00:00,76,0,0,270880,2086,"1,000,000 .. 2,000,000",No,150000
270910,Worms World Party Remastered,game,14.99,2015-07-16 00:00:00,-1,0,1,270910,0,"50,000 .. 100,000",No,75000
270950,Ski Region Simulator - Gold Edition,game,9.99,2014-01-31 00:00:00,-1,0,1,270950,0,"20,000 .. 50,000",No,35000
271240,Offworld Trading Company,game,39.99,2016-04-28 00:00:00,84,0,1,271240,237,"500,000 .. 1,000,000",No,750000
271360,Industry Giant 2,game,9.99,2015-08-14 00:00:00,-1,0,0,271360,0,"50,000 .. 100,000",No,75000
271370,Transport Giant,game,9.99,2014-09-05 00:00:00,-1,0,0,271370,0,"100,000 .. 200,000",No,150000
271500,Sniper Art of Victory,game,2.99,2014-01-31 00:00:00,-1,17,0,271500,7,"200,000 .. 500,000",No,250000
271550,Tribloos 2,game,9.99,2014-01-30 00:00:00,-1,0,0,271550,243,"100,000 .. 200,000",No,150000
271570,Space Farmers,game,9.99,2014-04-17 00:00:00,-1,0,1,271570,96,"200,000 .. 500,000",No,250000
271590,Grand Theft Auto V,game,59.99,2015-04-13 00:00:00,96,17,1,271590,9837,"10,000,000 .. 20,000,000",No,1500000
271640,Humanity Asset,game,9.99,2014-02-20 00:00:00,-1,0,0,271640,258,"200,000 .. 500,000",No,250000
271670,10 Second Ninja,game,9.99,2014-03-05 00:00:00,72,0,0,271670,150,"50,000 .. 100,000",No,75000
271730,Light,game,12.99,2014-07-14 00:00:00,49,0,0,271730,231,"50,000 .. 100,000",No,75000
271760,Dungeon Lords Steam Edition,game,14.99,2015-12-21 00:00:00,-1,0,1,271760,141,"50,000 .. 100,000",No,75000
271820,Card City Nights,game,3.99,2014-02-14 00:00:00,-1,0,0,271820,633,"100,000 .. 200,000",No,150000
271860,Super Killer Hornet: Resurrection,game,4.99,2014-02-05 00:00:00,-1,0,0,271860,222,"200,000 .. 500,000",No,250000
271900,Hexcells Plus,game,2.99,2014-02-19 00:00:00,-1,0,0,271900,0,"100,000 .. 200,000",No,150000
271920,Worlds Adrift Island Creator,game,0.0,2016-04-28 00:00:00,-1,0,0,271920,6,"200,000 .. 500,000",No,250000
271990,Dreamscape,game,9.99,2015-02-02 00:00:00,-1,0,0,271990,0,"0 .. 20,000",No,10000
272010,Aveyond 3-1: Lord of Twilight,game,9.99,2014-02-07 00:00:00,-1,0,0,272010,0,"50,000 .. 100,000",No,75000
272040,KAMI,game,3.99,2014-01-23 00:00:00,-1,0,0,272040,275,"100,000 .. 200,000",No,150000
272060,Serena,game,0.0,2014-01-30 00:00:00,-1,0,0,272060,15924,"500,000 .. 1,000,000",No,750000
272270,Torment: Tides of Numenera,game,44.99,2016-01-26 00:00:00,-1,0,0,272270,314,"100,000 .. 200,000",No,150000
272330,Shadow Blade: Reload,game,14.99,2015-08-10 00:00:00,70,0,0,272330,1,"20,000 .. 50,000",No,35000
272470,The Incredible Adventures of Van Helsing II,game,14.99,2014-06-13 00:00:00,77,0,1,272470,312,"200,000 .. 500,000",No,250000
272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,game,29.99,2014-09-15 00:00:00,61,0,1,272510,969,"200,000 .. 500,000",No,250000
272600,Detective Grimoire,game,6.99,2014-08-18 00:00:00,-1,0,0,272600,0,"50,000 .. 100,000",No,75000
272890,Vertiginous Golf,game,9.99,2015-05-06 00:00:00,63,0,1,272890,36,"200,000 .. 500,000",No,250000
272990,GAUGE,game,3.99,2014-05-23 00:00:00,-1,0,0,272990,0,"20,000 .. 50,000",No,35000
273030,Pro Rugby Manager 2015,game,9.99,2014-09-18 00:00:00,-1,0,0,273030,15,"20,000 .. 50,000",No,35000
273070,The Last Federation,game,19.99,2014-04-18 00:00:00,72,0,0,273070,0,"50,000 .. 100,000",No,75000
273110,Counter-Strike Nexon: Zombies,game,0.0,2014-10-07 00:00:00,-1,0,1,273110,4047,"5,000,000 .. 10,000,000",No,7500000
273500,Over 9000 Zombies!,game,9.99,2015-02-25 00:00:00,-1,0,0,273500,17,"100,000 .. 200,000",No,150000
273600,Descent: FreeSpace – The Great War,game,5.99,2014-05-07 00:00:00,-1,0,1,273600,0,"20,000 .. 50,000",No,35000
273620,Freespace 2,game,9.99,2014-06-06 00:00:00,91,0,1,273620,0,"20,000 .. 50,000",No,35000
273730,Driving School Simulator,game,14.99,2014-09-25 00:00:00,-1,0,0,273730,61,"0 .. 20,000",No,10000
273740,Extreme Roads USA,game,9.99,2014-06-06 00:00:00,-1,0,0,273740,0,"0 .. 20,000",No,10000
273750,Formula Truck 2013,game,14.99,2015-02-02 00:00:00,-1,0,1,273750,0,"0 .. 20,000",No,10000
273760,Towtruck Simulator 2015,game,9.99,2014-03-11 00:00:00,-1,0,0,273760,6,"20,000 .. 50,000",No,35000
273770,Game Tycoon 1.5,game,2.99,2014-02-11 00:00:00,-1,0,0,273770,240,"100,000 .. 200,000",No,150000
273790,Agricultural Simulator 2012: Deluxe Edition,game,7.99,2015-04-17 00:00:00,-1,0,1,273790,0,"0 .. 20,000",No,10000
273800,Forestry 2017 - The Simulation,game,19.99,2016-03-25 00:00:00,-1,0,0,273800,0,"20,000 .. 50,000",No,35000
273820,Mining & Tunneling Simulator,game,9.99,2014-03-05 00:00:00,-1,0,0,273820,0,"20,000 .. 50,000",No,35000
273830,Aviator - Bush Pilot,game,9.99,2014-11-04 00:00:00,-1,0,0,273830,0,"0 .. 20,000",No,10000
273840,Stock Car Extreme,game,19.99,2015-02-11 00:00:00,-1,0,1,273840,0,"20,000 .. 50,000",No,35000
273850,Ski-World Simulator,game,9.99,2014-11-18 00:00:00,-1,0,1,273850,0,"20,000 .. 50,000",No,35000
273860,Snowcat Simulator,game,7.99,2014-11-26 00:00:00,-1,0,1,273860,0,"0 .. 20,000",No,10000
273940,Warehouse and Logistics Simulator,game,9.99,2014-02-25 00:00:00,-1,0,0,273940,0,"20,000 .. 50,000",No,35000
273960,Mechs & Mercs: Black Talons,game,19.99,2015-01-09 00:00:00,-1,0,0,273960,0,"0 .. 20,000",No,10000
274010,Ship Simulator: Maritime Search and Rescue,game,17.99,2014-07-01 00:00:00,-1,0,0,274010,0,"20,000 .. 50,000",No,35000
274170,Hotline Miami 2: Wrong Number,game,14.99,2015-03-10 00:00:00,-1,17,0,274170,447,"1,000,000 .. 2,000,000",No,150000
274190,Broforce,game,14.99,2015-10-15 00:00:00,83,0,1,274190,498,"1,000,000 .. 2,000,000",No,150000
274230,RONIN,game,12.99,2015-06-30 00:00:00,70,0,0,274230,441,"100,000 .. 200,000",No,150000
274250,OlliOlli,game,12.99,2014-07-22 00:00:00,78,0,0,274250,16,"100,000 .. 200,000",No,150000
274270,NOT A HERO,game,12.99,2015-05-14 00:00:00,75,0,0,274270,216,"100,000 .. 200,000",No,150000
274290,Gods Will Be Watching,game,9.99,2014-07-24 00:00:00,64,16,0,274290,155,"200,000 .. 500,000",No,250000
274350,Dropsy,game,9.99,2015-09-10 00:00:00,80,0,0,274350,70,"100,000 .. 200,000",No,150000
274480,Drox Operative,game,19.99,2014-02-18 00:00:00,74,0,1,274480,0,"20,000 .. 50,000",No,35000
274500,Brigador,game,19.99,2015-10-16 00:00:00,-1,0,0,274500,437,"200,000 .. 500,000",No,250000
274560,Revolution Ace,game,1.99,2014-03-19 00:00:00,-1,0,1,274560,214,"500,000 .. 1,000,000",No,750000
274700,868-HACK,game,5.65,2015-01-26 00:00:00,-1,0,0,274700,0,"0 .. 20,000",No,10000
274880,Jet Car Stunts,game,6.99,2014-05-01 00:00:00,57,0,1,274880,0,"20,000 .. 50,000",No,35000
274900,Murder Miners,game,1.99,2014-07-25 00:00:00,-1,0,1,274900,206,"500,000 .. 1,000,000",No,750000
274940,Depth,game,24.99,2014-11-03 00:00:00,65,0,1,274940,791,"1,000,000 .. 2,000,000",No,150000
274960,Tech Executive Tycoon,game,0.0,1970-01-01 00:00:00,-1,0,0,274960,0,"0 .. 20,000",No,10000
274980,Influent,game,9.99,2014-03-20 00:00:00,-1,0,0,274980,124,"100,000 .. 200,000",No,150000
275060,Alone in the Dark: Illumination™,game,19.99,2015-06-11 00:00:00,-1,0,1,275060,0,"0 .. 20,000",No,10000
275080,Post Master,game,4.99,2014-03-07 00:00:00,-1,0,0,275080,251,"100,000 .. 200,000",No,150000
275100,Shelter 2,game,14.99,2015-03-09 00:00:00,58,0,0,275100,157,"200,000 .. 500,000",No,250000
275180,Costume Quest 2,game,14.99,2014-10-07 00:00:00,68,0,0,275180,0,"100,000 .. 200,000",No,150000
275200,Westerado: Double Barreled,game,14.99,2015-04-16 00:00:00,-1,0,0,275200,352,"100,000 .. 200,000",No,150000
275290,Graviteam Tactics: Operation Star,game,29.99,2014-02-11 00:00:00,-1,0,0,275290,0,"20,000 .. 50,000",No,35000
275310,Victorian Admirals,game,19.99,2014-02-11 00:00:00,-1,0,0,275310,0,"0 .. 20,000",No,10000
275330,Anmynor Puzzles,game,9.99,2014-03-20 00:00:00,-1,0,0,275330,0,"0 .. 20,000",No,10000
275350,Sentinel 3: Homeworld,game,6.99,2014-02-03 00:00:00,-1,0,0,275350,0,"0 .. 20,000",No,10000
275390,Guacamelee! Super Turbo Championship Edition,game,14.99,2014-08-21 00:00:00,80,0,0,275390,249,"200,000 .. 500,000",No,250000
275470,Chip,game,6.99,2014-04-25 00:00:00,-1,0,0,275470,260,"200,000 .. 500,000",No,250000
275490,Canyon Capers,game,6.99,2014-04-25 00:00:00,-1,0,0,275490,169,"200,000 .. 500,000",No,250000
275510,Z Steel Soldiers,game,12.99,2014-08-01 00:00:00,-1,0,0,275510,457,"50,000 .. 100,000",No,75000
275530,Z,game,6.99,2014-07-04 00:00:00,-1,0,0,275530,2287,"100,000 .. 200,000",No,150000
275570,Summoner,game,4.99,2014-03-12 00:00:00,78,0,0,275570,0,"100,000 .. 200,000",No,150000
275610,"Warhammer 40,000: Kill Team",game,9.99,2014-05-22 00:00:00,-1,0,0,275610,0,"50,000 .. 100,000",No,75000
275670,Space Run,game,14.99,2014-06-13 00:00:00,73,0,0,275670,373,"200,000 .. 500,000",No,250000
275810,7 Wonders of the Ancient World,game,6.99,2014-02-18 00:00:00,-1,0,0,275810,0,"20,000 .. 50,000",No,35000
275830,7 Wonders: Magical Mystery Tour,game,6.99,2014-02-18 00:00:00,-1,0,0,275830,0,"20,000 .. 50,000",No,35000
276220,My Best Friends - Cats & Dogs,game,3.99,2014-03-27 00:00:00,-1,0,0,276220,0,"0 .. 20,000",No,10000
276240,My Vet Practice: In the Country,game,3.99,2014-03-27 00:00:00,-1,0,0,276240,0,"0 .. 20,000",No,10000
276300,My Riding Stables,game,3.99,2014-03-28 00:00:00,-1,0,0,276300,0,"0 .. 20,000",No,10000
276340,My Riding Stables: Life with Horses,game,3.99,2014-03-27 00:00:00,-1,0,0,276340,0,"0 .. 20,000",No,10000
276360,Riding Star,game,3.99,2014-03-27 00:00:00,-1,0,0,276360,0,"0 .. 20,000",No,10000
276380,My Pet Hotel,game,3.99,2014-03-27 00:00:00,-1,0,0,276380,0,"0 .. 20,000",No,10000
276430,My Pet Hotel 2,game,3.99,2014-03-27 00:00:00,-1,0,0,276430,0,"0 .. 20,000",No,10000
276440,Kingdom Tales,game,4.99,2014-02-13 00:00:00,-1,0,0,276440,0,"0 .. 20,000",No,10000
276460,Tales From The Dragon Mountain 2: The Lair,game,9.99,2014-03-13 00:00:00,-1,0,0,276460,0,"0 .. 20,000",No,10000
276730,Tango Fiesta,game,12.99,2015-09-24 00:00:00,-1,0,1,276730,0,"20,000 .. 50,000",No,35000
276750,Fritz Chess 14,game,39.99,2014-09-22 00:00:00,-1,0,1,276750,0,"0 .. 20,000",No,10000
276810,Mordheim: City of the Damned,game,39.99,2015-11-19 00:00:00,74,0,1,276810,1441,"200,000 .. 500,000",No,250000
276870,Dwelvers,game,19.99,2014-09-11 00:00:00,-1,0,0,276870,0,"0 .. 20,000",No,10000
276890,FATE: Undiscovered Realms,game,7.99,2014-04-17 00:00:00,-1,0,0,276890,220,"50,000 .. 100,000",No,75000
277110,Return to Mysterious Island,game,7.99,2014-03-06 00:00:00,-1,0,0,277110,0,"50,000 .. 100,000",No,75000
277270,Return to Mysterious Island 2,game,7.99,2014-03-06 00:00:00,-1,0,0,277270,0,"20,000 .. 50,000",No,35000
277430,Halo: Spartan Assault,game,4.99,2014-04-04 00:00:00,70,0,0,277430,251,"200,000 .. 500,000",No,250000
277450,Imperial Glory,game,4.99,2014-04-11 00:00:00,69,0,1,277450,72,"100,000 .. 200,000",No,150000
277460,Praetorians,game,4.99,2014-04-11 00:00:00,78,0,1,277460,1,"50,000 .. 100,000",No,75000
277490,Battle Group 2,game,7.99,2014-06-13 00:00:00,-1,0,0,277490,5,"50,000 .. 100,000",No,75000
277500,Farming World,game,4.99,2014-05-02 00:00:00,-1,0,0,277500,302,"50,000 .. 100,000",No,75000
277510,Shiny The Firefly,game,9.99,2014-05-16 00:00:00,-1,0,0,277510,0,"20,000 .. 50,000",No,35000
277520,Albedo: Eyes from Outer Space,game,14.99,2015-04-10 00:00:00,66,0,0,277520,0,"50,000 .. 100,000",No,75000
277540,Tales From The Dragon Mountain: The Strix,game,4.99,2014-02-20 00:00:00,-1,0,0,277540,0,"0 .. 20,000",No,10000
277560,Where Angels Cry,game,4.99,2014-02-27 00:00:00,-1,0,0,277560,0,"0 .. 20,000",No,10000
277590,Assassin's Creed Freedom Cry,game,14.99,2014-02-25 00:00:00,-1,18,0,277590,0,"100,000 .. 200,000",No,150000
